일시,대여소,대여건수,반납건수
2023-06-22,271. 샛강생태공원방문자센터 앞,1,0
2023-06-22,272. 당산육갑문,1,0
2023-06-22,199. 서울 월드컵 경기장,1,1
2023-06-22,201. 진미파라곤 앞,1,0
2023-06-22,588. 뚝섬 유원지역,3,3
2023-06-22,103. 망원역 2번출구 앞,2,0
2023-06-22,1019. 다성이즈빌아파트(호원대 대각선 맞은편),1,0
2023-06-22,589. 성수역3번출구,0,1
2023-06-22,1127. 화곡역 버스정류장,0,1
2023-06-22,1140. 목동사거리 버스정류장,1,0
2023-06-22,1141. 곰달래 문화복지센터 A,0,1
2023-06-22,1206. 9호선종합운동장역 9번출구,0,2
2023-06-22,209. 유진투자증권빌딩 앞,0,4
2023-06-22,1232. 잠실주공 521동 건너편,1,0
2023-06-22,214. 금융감독원 앞,1,1
2023-06-22,1906. 신도림역 1번 출구 앞,0,1
2023-06-22,222. 시범아파트버스정류장 옆,1,2
2023-06-22,2002. 노들역 1번출구,1,3
2023-06-22,2037. 동작역 5번출구 동작주차공원,0,2
2023-06-22,2040. 비계 버스정류소,1,0
2023-06-22,2050. 노량진역 5번출구,1,0
2023-06-22,224. 롯데캐슬 앞,0,1
2023-06-22,207. 여의나루역 1번출구 앞,12,13
2023-06-22,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",2,0
2023-06-22,2231. 삼성타운(삼성생명) A동 맞은편,0,1
2023-06-22,2262. 한신16차아파트 119동 앞,6,5
2023-06-22,2259. 잠원역 3번-4번 출구사이 ,1,0
2023-06-22,2348. 포스코사거리(기업은행),1,0
2023-06-22,2314. 청담나들목입구,0,2
2023-06-22,2315. 봉은사역 5번출구 옆,0,2
2023-06-22,106. 합정역 7번출구 앞,1,0
2023-06-22,405. DMC빌 앞,1,0
2023-06-22,2321. 학여울역 사거리,1,1
2023-06-22,1308. 안암로터리 버스정류장 앞,1,1
2023-06-22,1231. 잠실역 6번출구,0,2
2023-06-22,2003. 사육신공원앞,0,1
2023-06-22,1218. 방이역 4번출구,1,0
2023-06-22,107. 신한은행 서교동지점,1,0
2023-06-22,411. DMC홍보관,1,0
2023-06-22,2211. 서초구립반포도서관 앞,1,0
2023-06-22,826. 서울역 서부교차로2,1,0
2023-06-22,2265. 이수고가차도 남단,0,1
2023-06-22,415. DMC역 9번출구 앞,0,1
2023-06-22,592. 건국대학교 학생회관,2,0
2023-06-22,3505. 신양초교앞 교차로,1,1
2023-06-22,502. 뚝섬유원지역 1번출구 앞,3,7
2023-06-23,108. 서교동 사거리,0,2
2023-06-23,732. 신월중학교,1,1
2023-06-23,1029. 성내어울터,0,1
2023-06-23,510. 서울숲 남문 버스정류소 옆,1,1
2023-06-23,511. 서울숲역 5번 출구 옆,1,2
2023-06-23,109. 제일빌딩 앞,1,2
2023-06-23,2276. 영동1교 (양재천근린공원),0,1
2023-06-23,2363. 강남 을지병원 교차로,0,2
2023-06-23,2364. 도산공원교차로,2,0
2023-06-23,2365. K+ 타워 앞,4,0
2023-06-23,302. 경복궁역 4번출구 뒤,1,3
2023-06-23,3515. 서울숲 관리사무소,10,6
2023-06-23,2175. 신림동걷고싶은문화의거리입구,1,1
2023-06-23,1674. 서울북부고용센터앞,0,2
2023-06-23,2285. LH서초3단지 301동 맞은편,0,1
2023-06-23,316. 종각역 1번출구 앞,6,1
2023-06-23,1451. 중랑세무서,1,0
2023-06-23,832. 이촌1동 주민센터 뒤,0,1
2023-06-23,834. 효창공원앞역 3번출구 뒤,0,1
2023-06-23,835. 남영역 건너편,2,0
2023-06-23,837. 한남나들목 입구,0,3
2023-06-23,1355. 보문2교,1,0
2023-06-23,393. 동대문역 8번 출구,2,0
2023-06-23,322. 명동성당 앞,1,1
2023-06-23,398. 을지로3가역 3번출구,1,0
2023-06-23,430. 장충동먹자골목 앞,0,1
2023-06-23,328. 탑골공원 앞,2,0
2023-06-23,841. 신용산역 1번 출구,0,1
2023-06-23,1363. 보문4교 인근,0,2
2023-06-23,111. 상수역 2번출구 앞,0,2
2023-06-23,334. 종로3가역 2번출구 뒤,0,2
2023-06-23,335. 종로3가역 15번출구 앞,2,2
2023-06-23,336. 충무로역 6번출구 앞,2,0
2023-06-23,338. 세운스퀘어 앞,1,1
2023-06-23,2504. 신사역 4번출구 뒤,1,1
2023-06-23,2506. LG유플러스 (방배사옥),0,1
2023-06-23,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),1,1
2023-06-23,342. 대학로 마로니에공원,2,2
2023-06-23,2601. 석촌호수 아뜰리에,1,0
2023-06-23,453. 종로오가 지하쇼핑센터 14번출구,0,1
2023-06-23,455. 종로6가역 버스정류장(동대문 방향),1,2
2023-06-23,456. 숭인2동 주민센터 입구,0,1
2023-06-23,458. 광화문역 5번출구,0,2
2023-06-23,347. 동대문역사문화공원역 9번출구 앞,0,1
2023-06-23,3534. 건대입구역 5번출구 뒤,0,1
2023-06-23,3537. 아차산 휴먼시아 아파트 옆,1,0
2023-06-23,435. SK 남산빌딩,0,1
2023-06-23,2183. 동방1교,1,1
2023-06-23,2608. 송파구청,2,0
2023-06-23,1084. 윤선생빌딩(JYP사옥),0,1
2023-06-23,353. 재동초교 앞 삼거리,1,6
2023-06-23,2613. 잠실나들목,2,4
2023-06-23,356. KT혜화지사 앞,2,1
2023-06-23,2622. 올림픽공원역 3번출구,0,2
2023-06-23,359. 원남동사거리,6,2
2023-06-23,361. 동묘앞역 1번출구 뒤,2,0
2023-06-23,2801. 대륭포스트타워1차,0,1
2023-06-23,440. 하늘공원 입구,0,1
2023-06-23,464. 삼청동 골목,2,2
2023-06-23,362. 청계8가사거리 A,1,0
2023-06-23,445.대한상공회의소,1,1
2023-06-23,471.회현사거리 남측,0,2
2023-06-23,472.삼일교(시그니쳐 타워),0,1
2023-06-23,474.동대문역사문화공원역 1번출구 뒤편,4,2
2023-06-23,475.DDP 패션몰,1,0
2023-06-23,479.동대입구역 3번 출구,0,1
2023-06-23,484.도동삼거리,1,1
2023-06-23,2645.잠실나들목2(엘스아파트136동),1,0
2023-06-23,113. 홍대입구역 2번출구 앞,2,0
2023-06-23,3404.서울특별시 중부교육지원청,1,0
2023-06-23,3410.종로3가역 8번출구,1,0
2023-06-23,3411.종묘,1,0
2023-06-23,3412.세운상가,0,1
2023-06-23,368. SK 서린빌딩 앞,0,1
2023-06-23,3416.동묘앞역 6번출구,1,1
2023-06-23,3422.성균관대 정문,1,3
2023-06-23,369. 광화문 시민열린마당,4,5
2023-06-23,1080.엘웨딩,1,0
2023-06-23,371. 동대입구역 6번출구 뒤,1,1
2023-06-23,2635.잠실새내역 1번출구,0,1
2023-06-23,2647.잠실 자전거 수리센터 앞,2,1
2023-06-23,2648.헬리오시티 112동 앞,1,1
2023-06-23,2413.도곡역 1번 출구,0,2
2023-06-23,2418.봉은사역 7번 출구 ,0,2
2023-06-23,2429.압구정로데오역 6번출구,0,2
2023-06-23,2515.서초초등학교 후문,0,2
2023-06-23,2521.서초 크로바타워 앞,1,0
2023-06-23,2525.반포쇼핑타운 2동 앞,12,4
2023-06-23,2526.반포경남쇼핑 앞,2,0
2023-06-23,2527.반포중학교 앞(세화여고 맞은편),0,1
2023-06-23,379. 서울역9번출구,1,0
2023-06-23,114. 홍대입구역 8번출구 앞,1,6
2023-06-23,144. 공덕역 8번출구,0,4
2023-06-23,2711.가로공원공영주차장 1번 출구,1,0
2023-06-23,2712.화곡터널입구교차로,0,1
2023-06-23,150. 서강대역 2번출구 앞,1,1
2023-06-23,2915.서울과학기술대학교(어학교육원),2,0
2023-06-23,119. 서강나루 공원,1,0
2023-06-23,156. 서울서부지방법원 앞,2,0
2023-06-23,1569.수유역2번출구,0,1
2023-06-23,493.홍대입구역 6번출구,2,1
2023-06-23,497.합정동주민센터 앞,1,0
2023-06-23,3009.서교동사거리(신),0,2
2023-06-23,3010.홍대입구역 3번출구,2,2
2023-06-23,853.용산역 맞은편,0,2
2023-06-23,854.HID 유족동지회 앞,1,1
2023-06-23,863.이촌역2번 출구,0,2
2023-06-23,864.순천향대학병원(한남오거리),1,1
2023-06-23,3119.연희 브라운스톤 아파트 앞,1,0
2023-06-23,1462.동부시장 북문 앞,1,1
2023-06-23,173. 서대문역 8번출구 앞,1,0
2023-06-23,3566.우성4차아파트,0,1
2023-06-23,175. 홍연2교옆,0,1
2023-06-23,3579.광진 캠퍼스시티,1,2
2023-06-23,3582.화양동 우체국,1,2
2023-06-23,3545.한양대역 1번출구,0,1
2023-06-23,3552.서울숲 공영주차장앞,0,2
2023-06-23,3553.마장역3번출구,0,2
2023-06-23,2077.노들역 3번출구,0,1
2023-06-23,2080. 대방지하보도(대방동경남아너스빌아파트),1,0
2023-06-23,2191.대학동주민센터 ,1,1
2023-06-23,2744.강서세무서 앞,0,1
2023-06-23,2548.반포1동 자율방범초소 옆,1,0
2023-06-23,3600.사근빗물펌프장 건너편,0,5
2023-06-23,3013.서울지방고용노동청 앞,1,0
2023-06-23,4765. 동대문디자인플라자,0,2
2023-06-23,4612. 한남 준 J.FSS 앞,0,2
2023-06-23,4615. 크라운호텔앞 버스정류소,1,0
2023-06-23,4619. 한강트럼프월드3차 앞,2,2
2023-06-23,4629. 한강초교보도육교 앞,1,3
2023-06-23,4353. 코오롱디지털타워 3차앞,2,0
2023-06-23,4708. 조계사앞사거리,1,0
2023-06-23,4710. 자교교회 앞,1,1
2023-06-23,3778. 김포공항입구 교차로,1,0
2023-06-23,3787. 가양나들목,0,1
2023-06-23,4122. 청계9가교차로 앞,1,1
2023-06-23,4707. 청계3가 사거리,1,1
2023-06-23,4768. 서울도시건축전시관,2,1
2023-06-23,4776. 신세계면세점,1,1
2023-06-23,4784. 중부경찰서앞 사거리,0,1
2023-06-23,4785. 롯데시티호텔,0,1
2023-06-23,4791. 명동역9번 출구,1,6
2023-06-23,4211. 시석빌딩 앞,3,0
2023-06-23,4076. 도봉통합복지센터 뒤 중랑천 변,3,2
2023-06-23,543. 구의공원(테크노마트 앞),2,1
2023-06-23,3769. 증미역 2번출구,0,5
2023-06-23,3794. 안양천합수부(현대3차아파트),1,1
2023-06-23,4483. 잠실나들목4,0,1
2023-06-23,4484. 잠실나루역4번출구뒤,1,0
2023-06-23,4856. 올림픽공원 서1문 앞,1,0
2023-06-23,4454. 위례 포레샤인 1809동 부근,1,0
2023-06-23,4713. 현대 뜨레비앙 아파트 앞,2,1
2023-06-23,605. 신설동역8번출구,2,2
2023-06-23,4153. 흑석동효사정앞,0,1
2023-06-23,4307. 고투몰 gate 15옆,0,2
2023-06-23,3614. 은마아파트 입구 사거리,1,0
2023-06-23,3627. 압구정나들목,2,5
2023-06-23,609. 제기2교,0,1
2023-06-23,613. 신설동역 10번출구 앞,0,1
2023-06-23,3657. 서울천호동우체국,1,0
2023-06-23,3681. 길동 마루빌딩,0,1
2023-06-23,3683. KT&G강동지사,0,1
2023-06-23,4527. 목동신시가지아파트6단지,2,2
2023-06-23,4027. 한내 행복발전소 옆,2,2
2023-06-23,4077. 도봉제1교,1,1
2023-06-23,4564. 63스퀘어,0,1
2023-06-23,4565. 영등포 신세계백화점,1,0
2023-06-23,4568. 영등포로터리,0,1
2023-06-23,4868. 석촌호수 서호 남단,2,0
2023-06-23,4370. 서울숲IT캐슬 앞,0,1
2023-06-23,236. 문래동자이아파트 앞,0,1
2023-06-23,4870. 몽촌토성역 3번 출구,0,1
2023-06-23,4217. 한강공원 망원나들목,5,0
2023-06-23,242. 신길선원가와인아파트 앞,1,1
2023-06-23,4633. 센트럴파크타워 앞,3,3
2023-06-23,4324. 세화고등학교,0,2
2023-06-23,4889. 마천역 1번 출구 인근②,0,1
2023-06-23,3815. 광일빌딩,1,0
2023-06-23,248. 초원아파트 앞,1,1
2023-06-23,249. 여의도중학교 옆,2,6
2023-06-23,4220. 신촌 청년주택,2,2
2023-06-23,4233. 코오롱아파트사거리,1,1
2023-06-23,128. 신촌역(2호선) 1번출구 옆,2,1
2023-06-23,4892. 성내유수지 체육공원,1,0
2023-06-23,4244. 당인리발전소 공원 앞,1,0
2023-06-23,4634. 이태원역 3번 출구,3,0
2023-06-23,5306. 동신아파트 후문 옆,1,1
2023-06-23,5853. 여의도역2번출구 앞,0,2
2023-06-23,4905. 강남경찰서,0,2
2023-06-23,4639. 동빙고근린공원,1,0
2023-06-23,4719. 종로문화원 건너편,1,0
2023-06-23,129. 신촌역(2호선) 6번출구 옆,1,0
2023-06-23,4914. 도심공항타워 앞,1,0
2023-06-23,4640. 원효로2가 교차로,2,0
2023-06-23,4270. 우국한마음 아파트 맞은편,1,0
2023-06-23,5858. 영등포역5번출구,2,0
2023-06-23,5859. 여의도 삼부아파트,4,3
2023-06-23,4389. 서울숲역3번출구,0,2
2023-06-23,5866.포레나 당산,1,0
2023-06-23,5768.방이삼거리,1,1
2023-06-23,4341. 영동1교 북단,1,0
2023-06-23,806. 전자랜드 본관 앞,0,1
2023-06-23,813. 삼각지역 3번출구,2,0
2023-06-23,387. 훈련원공원주차장 앞,3,1
2023-06-23,186. 월드컵공원,2,2
2023-06-23,188. 홍은동 정원여중 입구,0,1
2023-06-23,134. 연세로 명물길,1,0
2023-06-23,562. 군자지하보도 앞,2,1
2023-06-23,565. 옥수역 3번출구,2,2
2023-06-23,583. 청계천 생태교실 앞,1,1
2023-06-23,230. 영등포구청역 1번출구,1,1
2023-06-23,271. 샛강생태공원방문자센터 앞,1,0
2023-06-23,272. 당산육갑문,3,3
2023-06-23,816. 신용산역 6번출구 앞,2,0
2023-06-23,818. 숙명여대 입구 교차로,2,0
2023-06-23,825. 서빙고동 주민센터 앞,4,2
2023-06-23,584. 광진광장 교통섬,1,0
2023-06-23,201. 진미파라곤 앞,3,2
2023-06-23,202. 국민일보 앞,3,0
2023-06-23,1013. 강동구청역 1번 출입구,0,1
2023-06-23,204. 국회의사당역 5번출구 옆,0,1
2023-06-23,589. 성수역3번출구,0,3
2023-06-23,203. 국회의사당역 3번출구 옆,0,1
2023-06-23,205. 산업은행 앞,2,0
2023-06-23,1205. 종합운동장역 4번출구,1,4
2023-06-23,1222. 잠실새내역 5번 출구 뒤,1,0
2023-06-23,209. 유진투자증권빌딩 앞,3,0
2023-06-23,213. KT앞,0,1
2023-06-23,214. 금융감독원 앞,0,1
2023-06-23,1812. 갑을그레이트밸리 앞,1,0
2023-06-23,220. 미성아파트 A동 앞,0,1
2023-06-23,217. NH농협은행 앞,2,0
2023-06-23,221. 여의도초교 앞,4,0
2023-06-23,2002. 노들역 1번출구,2,1
2023-06-23,2025. 흑석역 1번출구,2,3
2023-06-23,2040. 비계 버스정류소,2,0
2023-06-23,2050. 노량진역 5번출구,2,0
2023-06-23,2102. 봉림교 교통섬,0,1
2023-06-23,207. 여의나루역 1번출구 앞,7,8
2023-06-23,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",5,1
2023-06-23,2262. 한신16차아파트 119동 앞,13,7
2023-06-23,2301. 현대고등학교 건너편,2,2
2023-06-23,2259. 잠원역 3번-4번 출구사이 ,0,2
2023-06-23,2317. 삼성도로공원,2,0
2023-06-23,2306. 압구정역 2번 출구 옆,3,2
2023-06-23,2307. 압구정 한양 3차 아파트,1,0
2023-06-23,2308. 압구정파출소 앞,2,0
2023-06-23,2348. 포스코사거리(기업은행),2,0
2023-06-23,106. 합정역 7번출구 앞,0,7
2023-06-23,1407. 먹골역 1번출구 뒤,1,1
2023-06-23,419. 홈플러스 앞,0,2
2023-06-23,2249. 우솔초등학교 맞은편,1,0
2023-06-23,1210. 롯데월드타워(잠실역2번출구 쪽),1,1
2023-06-23,1625. 상계역(4번출구),1,2
2023-06-23,1925. 동양미래대학교 정문 옆,0,2
2023-06-23,2354. 청담역 2번출구,0,1
2023-06-23,2353. 강남구청역 2번출구 뒤,1,2
2023-06-23,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),2,0
2023-06-23,450. 효자동 삼거리,1,0
2023-06-23,3500. 군자역2번출구,0,1
2023-06-23,3504. 원일교회,1,0
2023-06-23,502. 뚝섬유원지역 1번출구 앞,6,2
2023-06-24,108. 서교동 사거리,0,4
2023-06-24,509. 이마트 버스정류소 옆,1,0
2023-06-24,510. 서울숲 남문 버스정류소 옆,1,1
2023-06-24,1251. 석촌역 2번출구,1,0
2023-06-24,511. 서울숲역 5번 출구 옆,1,1
2023-06-24,512. 뚝섬역 1번 출구 옆,2,0
2023-06-24,109. 제일빌딩 앞,3,3
2023-06-24,2058. 동작경찰서,3,1
2023-06-24,2362. 신사동 가로수길 입구,0,2
2023-06-24,2364. 도산공원교차로,1,0
2023-06-24,302. 경복궁역 4번출구 뒤,1,0
2023-06-24,3100. 북성초교,0,1
2023-06-24,3102. 연희삼거리,1,1
2023-06-24,3506. 영동대교 북단,0,1
2023-06-24,3511. 응봉역 1번출구,2,1
2023-06-24,3515. 서울숲 관리사무소,2,1
2023-06-24,305. 종로구청 옆,3,0
2023-06-24,1961. 신도림테크노근린공원,0,1
2023-06-24,2380. 삼성동베이직하우스앞,3,1
2023-06-24,1158. 가양역 8번출구,1,0
2023-06-24,1160. 양천향교역 7번출구앞,1,1
2023-06-24,1985. 구로도서관,1,0
2023-06-24,316. 종각역 1번출구 앞,1,0
2023-06-24,276. 영등포로터리2,0,1
2023-06-24,829. 한강대교 북단 교차로,3,2
2023-06-24,318. 광교사거리 남측,3,0
2023-06-24,837. 한남나들목 입구,2,0
2023-06-24,1355. 보문2교,2,2
2023-06-24,324. 신세계백화점 본점 앞,1,0
2023-06-24,326. 안국역 5번출구 앞,0,2
2023-06-24,327. 낙원상가 옆,1,4
2023-06-24,398. 을지로3가역 3번출구,1,0
2023-06-24,328. 탑골공원 앞,2,0
2023-06-24,431. 청계천 영도교,2,2
2023-06-24,839. 보광동 삼성리버빌아파트 앞,0,1
2023-06-24,840. 용산 파크타워 앞,1,0
2023-06-24,843. 이태원관광특구B(용산구청쪽),1,0
2023-06-24,329. 청계2가 사거리 옆,1,1
2023-06-24,111. 상수역 2번출구 앞,2,3
2023-06-24,334. 종로3가역 2번출구 뒤,0,1
2023-06-24,336. 충무로역 6번출구 앞,1,2
2023-06-24,337. 창경궁 입구,2,2
2023-06-24,338. 세운스퀘어 앞,4,6
2023-06-24,2070. 노량진역 2번 출구 앞,1,2
2023-06-24,339. 종로4가 사거리,3,0
2023-06-24,2505. 우성아파트사거리 (기업은행앞),0,1
2023-06-24,340. 혜화동 로터리,2,0
2023-06-24,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),1,0
2023-06-24,1293. 석촌호수 서호 사거리,1,0
2023-06-24,1295. 잠실역 8번출구,1,1
2023-06-24,1297. 석촌호수교차로(동호 팔각정 앞),0,2
2023-06-24,2601. 석촌호수 아뜰리에,0,1
2023-06-24,112. 극동방송국 앞,0,1
2023-06-24,452. 동대문 종합시장 버스정류장,1,0
2023-06-24,455. 종로6가역 버스정류장(동대문 방향),1,0
2023-06-24,456. 숭인2동 주민센터 입구,0,2
2023-06-24,458. 광화문역 5번출구,3,3
2023-06-24,461. 서울지방경찰청,0,1
2023-06-24,347. 동대문역사문화공원역 9번출구 앞,1,2
2023-06-24,1372. KEB은행 고대점,2,2
2023-06-24,283. 아크로타워 스퀘어(영등포시장),0,2
2023-06-24,284. 센트럴 푸르지오 시티 앞,0,2
2023-06-24,3533. 건대입구역 사거리(롯데백화점),1,2
2023-06-24,3534. 건대입구역 5번출구 뒤,2,0
2023-06-24,436. 이대역 5번출구,1,0
2023-06-24,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",1,1
2023-06-24,353. 재동초교 앞 삼거리,2,4
2023-06-24,291. 문래동 하이테크 시티,1,0
2023-06-24,354. 포르투갈 대사관 앞,0,1
2023-06-24,2613. 잠실나들목,2,5
2023-06-24,2622. 올림픽공원역 3번출구,1,1
2023-06-24,2619. 석촌고분역 4번출구,1,0
2023-06-24,2511. 이수역 6번출구 앞,1,0
2023-06-24,467.한국은행,0,2
2023-06-24,468.웨스틴 조선호텔,1,0
2023-06-24,469.회현역 1번출구,1,4
2023-06-24,471.회현사거리 남측,2,2
2023-06-24,472.삼일교(시그니쳐 타워),1,0
2023-06-24,474.동대문역사문화공원역 1번출구 뒤편,5,5
2023-06-24,2645.잠실나들목2(엘스아파트136동),1,0
2023-06-24,113. 홍대입구역 2번출구 앞,4,1
2023-06-24,3407.안국동사거리(신),3,5
2023-06-24,3410.종로3가역 8번출구,2,2
2023-06-24,3415.동대문역6번출구,0,1
2023-06-24,1077.강동역 1번출구 앞,1,0
2023-06-24,1078.둔촌사거리,0,1
2023-06-24,370. 시청역(2호선) 9번출구 뒤,0,2
2023-06-24,2647.잠실 자전거 수리센터 앞,1,1
2023-06-24,2414. 도곡역 아카데미스위트 앞,0,1
2023-06-24,2416.한티역 6번 출구,0,2
2023-06-24,2417.선정릉 디캠프(D.CAMP)앞,0,2
2023-06-24,2418.봉은사역 7번 출구 ,2,3
2023-06-24,2421. 신논현역 4번출구,1,1
2023-06-24,2430.강남파이낸스센터앞(역삼역2번출구),1,0
2023-06-24,118. 광흥창역 2번출구 앞,0,1
