일시,대여소,대여건수,반납건수
2023-05-15,1994. 삼성전자 물류센터 앞,0,1
2023-05-15,1996. 구일역 1번 출입구 앞,1,1
2023-05-15,2503. 반포1동 서초빌딩 앞,0,2
2023-05-15,1293. 석촌호수 서호 사거리,1,0
2023-05-15,1295. 잠실역 8번출구,0,4
2023-05-15,1297. 석촌호수교차로(동호 팔각정 앞),2,0
2023-05-15,344. 성균관대 E하우스 앞,1,1
2023-05-15,453. 종로오가 지하쇼핑센터 14번출구,2,0
2023-05-15,455. 종로6가역 버스정류장(동대문 방향),0,1
2023-05-15,457. 종로꽃시장 입구 옆,0,1
2023-05-15,347. 동대문역사문화공원역 9번출구 앞,0,1
2023-05-15,659. 제기역1번출구,1,1
2023-05-15,1372. KEB은행 고대점,1,0
2023-05-15,3533. 건대입구역 사거리(롯데백화점),0,1
2023-05-15,433. 을지로입구역 2번출구,1,0
2023-05-15,2183. 동방1교,0,2
2023-05-15,2608. 송파구청,2,0
2023-05-15,353. 재동초교 앞 삼거리,0,1
2023-05-15,1998. 고척교 교차로,1,0
2023-05-15,117. 홍은사거리,1,1
2023-05-15,2613. 잠실나들목,2,1
2023-05-15,2620. 송파나루역 4번 출구옆,0,1
2023-05-15,765. 오목교역 3번출구,0,1
2023-05-15,361. 동묘앞역 1번출구 뒤,2,1
2023-05-15,445.대한상공회의소,0,3
2023-05-15,467.한국은행,5,3
2023-05-15,474.동대문역사문화공원역 1번출구 뒤편,1,3
2023-05-15,475.DDP 패션몰,0,1
2023-05-15,481.신당역 10번 출구,0,1
2023-05-15,3410.종로3가역 8번출구,0,1
2023-05-15,3415.동대문역6번출구,2,2
2023-05-15,3416.동묘앞역 6번출구,1,0
2023-05-15,369. 광화문 시민열린마당,2,0
2023-05-15,370. 시청역(2호선) 9번출구 뒤,2,0
2023-05-15,2635.잠실새내역 1번출구,0,3
2023-05-15,2647.잠실 자전거 수리센터 앞,0,2
2023-05-15,"2419.봉은사역 1,2번 출구 ",0,2
2023-05-15,2421. 신논현역 4번출구,1,1
2023-05-15,2429.압구정로데오역 6번출구,1,1
2023-05-15,118. 광흥창역 2번출구 앞,1,0
2023-05-15,2523.뉴코아 킴스클럽 앞,1,0
2023-05-15,2525.반포쇼핑타운 2동 앞,4,0
2023-05-15,1862.스타즈호텔독산 빌딩 앞,2,1
2023-05-15,1869.롯데캐슬골드파크3차 301동 앞,0,1
2023-05-15,114. 홍대입구역 8번출구 앞,0,1
2023-05-15,2704.홈플러스(강서점),0,1
2023-05-15,2721.등촌1-10단지 교차로,1,1
2023-05-15,146. 마포역 2번출구 뒤,3,0
2023-05-15,498.연남동주민센터 앞,6,7
2023-05-15,3010.홍대입구역 3번출구,0,1
2023-05-15,849. 삼각지 자이아파트,0,2
2023-05-15,853.용산역 맞은편,1,0
2023-05-15,3116.신촌역 4번출구,1,0
2023-05-15,870.노들섬 서측 앞,1,1
2023-05-15,3579.광진 캠퍼스시티,3,1
2023-05-15,3552.서울숲 공영주차장앞,0,2
2023-05-15,3559.성동구민종합체육센터 앞,2,1
2023-05-15,796.목동아파트 14단지 B상가 앞,1,0
2023-05-15,2744.강서세무서 앞,0,1
2023-05-15,4765. 동대문디자인플라자,1,1
2023-05-15,4615. 크라운호텔앞 버스정류소,2,0
2023-05-15,4619. 한강트럼프월드3차 앞,1,0
2023-05-15,4622. 한강중학교 앞 버스정류장,0,2
2023-05-15,3784. 벽산아파트,2,0
2023-05-15,4113. 한국국방연구원 앞,1,1
2023-05-15,4121. 서울문화재단 앞,4,0
2023-05-15,4122. 청계9가교차로 앞,0,2
2023-05-15,550. 서울시설공단 앞,1,1
2023-05-15,4784. 중부경찰서앞 사거리,1,0
2023-05-15,4791. 명동역9번 출구,1,3
2023-05-15,3907. 신도림7차e편한세상아파트 806동 앞,1,0
2023-05-15,4483. 잠실나들목4,3,2
2023-05-15,4793. 동대문역사문화공원역 5번출구,1,3
2023-05-15,3966. 독산역1번출구 옆,1,1
2023-05-15,4579. 국회의사당 본관,1,0
2023-05-15,3627. 압구정나들목,0,6
2023-05-15,4217. 한강공원 망원나들목,0,2
2023-05-15,4633. 센트럴파크타워 앞,1,0
2023-05-15,4324. 세화고등학교,0,2
2023-05-15,4414. 안암역 3번 출구,0,1
2023-05-15,247. 당산역 10번출구 앞,1,0
2023-05-15,248. 초원아파트 앞,3,0
2023-05-15,249. 여의도중학교 옆,3,4
2023-05-15,4233. 코오롱아파트사거리,1,1
2023-05-15,129. 신촌역(2호선) 6번출구 옆,0,1
2023-05-15,5084. 강서우체국,1,0
2023-05-15,4640. 원효로2가 교차로,2,0
2023-05-15,4389. 서울숲역3번출구,1,0
2023-05-15,809. 한남 유수지 복개주차장,1,1
2023-05-15,385. 종각역 5번출구,1,1
2023-05-15,387. 훈련원공원주차장 앞,2,2
2023-05-15,183. 하늘채코오롱아파트 건너편,2,1
2023-05-15,184. 7번가피자 서교망원점,1,0
2023-05-15,194. 증산교 앞,2,0
2023-05-15,561. 서울숲역 2번출구 앞,1,1
2023-05-15,565. 옥수역 3번출구,6,4
2023-05-15,583. 청계천 생태교실 앞,2,2
2023-05-15,626. 군자교 서측 녹지대,2,2
2023-05-15,633. 청량리 기업은행 앞,1,0
2023-05-15,634. 외국어대 정문 앞,0,3
2023-05-15,640. 동대문경찰서 교차로,0,1
2023-05-15,260. 여의도 마리나선착장 앞,4,3
2023-05-15,268. 그랜드컨벤션센터 앞,1,0
2023-05-15,825. 서빙고동 주민센터 앞,0,1
2023-05-15,1111. 마곡엠밸리6_7단지 마곡중학교,1,1
2023-05-15,1124. 발산역 6번 출구 뒤,0,2
2023-05-15,209. 유진투자증권빌딩 앞,0,1
2023-05-15,1232. 잠실주공 521동 건너편,0,2
2023-05-15,1332. 석계역 5번출구 건너편,0,2
2023-05-15,1334. 석관동주민센터 앞,2,0
2023-05-15,104. 합정역 1번출구 앞,1,0
2023-05-15,215. 여의도고교 앞,0,1
2023-05-15,1834. 월드메르디앙 벤처센터 2차,1,0
2023-05-15,1906. 신도림역 1번 출구 앞,0,1
2023-05-15,2002. 노들역 1번출구,0,2
2023-05-15,2025. 흑석역 1번출구,3,4
2023-05-15,2027. 중앙대학교 정문 1,0,1
2023-05-15,2037. 동작역 5번출구 동작주차공원,1,0
2023-05-15,2038. 동작역 7번출구,0,2
2023-05-15,2102. 봉림교 교통섬,1,0
2023-05-15,2107. 도림천 신화교,1,0
2023-05-15,207. 여의나루역 1번출구 앞,3,4
2023-05-15,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",3,1
2023-05-15,2231. 삼성타운(삼성생명) A동 맞은편,2,2
2023-05-15,2262. 한신16차아파트 119동 앞,2,0
2023-05-15,2301. 현대고등학교 건너편,0,1
2023-05-15,2306. 압구정역 2번 출구 옆,0,4
2023-05-15,106. 합정역 7번출구 앞,2,2
2023-05-15,1306. 한성대입구역2번출구,1,0
2023-05-15,420. 서울시 공공자전거 상암센터,2,2
2023-05-15,1210. 롯데월드타워(잠실역2번출구 쪽),2,0
2023-05-15,1925. 동양미래대학교 정문 옆,1,1
2023-05-15,2026. 흑석역 4번출구,1,0
2023-05-15,390. 충무로역 1번출구,0,2
2023-05-16,108. 서교동 사거리,1,0
2023-05-16,510. 서울숲 남문 버스정류소 옆,2,0
2023-05-16,1268. 몽촌토성역 1번출구 옆,9,10
2023-05-16,109. 제일빌딩 앞,3,5
2023-05-16,1643. 태릉입구역 8번출구,1,1
2023-05-16,302. 경복궁역 4번출구 뒤,1,0
2023-05-16,3506. 영동대교 북단,1,3
2023-05-16,3515. 서울숲 관리사무소,4,4
2023-05-16,115. 마스타 빌딩 앞,2,2
2023-05-16,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),1,0
2023-05-16,2169. 봉천역 2번출구,1,0
2023-05-16,646. 장한평역 1번출구,0,1
2023-05-16,836. 현대자동차서비스 앞,1,1
2023-05-16,837. 한남나들목 입구,3,0
2023-05-16,2176. 보라매공원 보도육교,4,2
2023-05-16,321. KEB 하나금융그룹 명동사옥 옆,1,1
2023-05-16,327. 낙원상가 옆,1,0
2023-05-16,843. 이태원관광특구B(용산구청쪽),1,1
2023-05-16,844. 이촌2동 동원베네스트 아파트 앞,0,1
2023-05-16,331. 을지로2가 사거리 북측,0,2
2023-05-16,1994. 삼성전자 물류센터 앞,0,1
2023-05-16,337. 창경궁 입구,0,2
2023-05-16,1996. 구일역 1번 출입구 앞,1,1
2023-05-16,2177. 신대방역 2번 출구,0,2
2023-05-16,339. 종로4가 사거리,0,2
2023-05-16,2505. 우성아파트사거리 (기업은행앞),3,1
2023-05-16,112. 극동방송국 앞,0,1
2023-05-16,344. 성균관대 E하우스 앞,1,0
2023-05-16,458. 광화문역 5번출구,0,4
2023-05-16,845. 용산 선인상가,1,0
2023-05-16,436. 이대역 5번출구,0,3
2023-05-16,2608. 송파구청,4,2
2023-05-16,3541. 커먼그라운드,1,3
2023-05-16,2622. 올림픽공원역 3번출구,1,1
2023-05-16,2620. 송파나루역 4번 출구옆,0,1
2023-05-16,2000. 신도림4차 e편한세상 아파트 1109동 앞,0,1
2023-05-16,440. 하늘공원 입구,0,2
2023-05-16,467.한국은행,0,2
2023-05-16,470.회현역 7번출구,0,2
2023-05-16,471.회현사거리 남측,2,0
2023-05-16,475.DDP 패션몰,1,3
2023-05-16,481.신당역 10번 출구,2,0
2023-05-16,3407.안국동사거리(신),1,1
2023-05-16,3412.세운상가,2,0
2023-05-16,3413.종로플레이스,2,0
2023-05-16,3414.종로5가역 4번출구,0,1
2023-05-16,3416.동묘앞역 6번출구,1,0
2023-05-16,3432.종로2가 사거리,4,0
2023-05-16,370. 시청역(2호선) 9번출구 뒤,2,0
2023-05-16,2525.반포쇼핑타운 2동 앞,0,3
2023-05-16,2538.사평리근린공원,2,0
2023-05-16,2542.신논현타워 앞,1,0
2023-05-16,296.KT플라자 영등포점,0,1
2023-05-16,114. 홍대입구역 8번출구 앞,2,2
2023-05-16,2735.마곡 공공청사,1,0
2023-05-16,119. 서강나루 공원,2,0
2023-05-16,153. 성산2교 사거리,1,0
2023-05-16,154. 마포구청역 ,1,0
2023-05-16,493.홍대입구역 6번출구,2,3
2023-05-16,3009.서교동사거리(신),1,0
2023-05-16,3010.홍대입구역 3번출구,0,2
2023-05-16,853.용산역 맞은편,2,2
2023-05-16,864.순천향대학병원(한남오거리),1,1
2023-05-16,870.노들섬 서측 앞,1,2
2023-05-16,175. 홍연2교옆,1,1
2023-05-16,3571.화양 APT(횡단보도 옆),1,0
2023-05-16,3552.서울숲 공영주차장앞,4,0
2023-05-16,3559.성동구민종합체육센터 앞,6,6
2023-05-16,796.목동아파트 14단지 B상가 앞,1,0
2023-05-16,122. 신성기사식당 앞,0,1
2023-05-16,4607. 국립중앙박물관 -용산가족공원 앞,0,1
2023-05-16,4615. 크라운호텔앞 버스정류소,3,0
2023-05-16,4616. 신용산지하차도 앞,1,1
2023-05-16,4617. 동원베네스트 건너편,0,1
2023-05-16,3787. 가양나들목,2,2
2023-05-16,4778. 대신파이낸스센터,0,2
2023-05-16,4211. 시석빌딩 앞,5,1
2023-05-16,4213. 마포구중앙도서관 정문 앞,0,1
2023-05-16,4253. 홍은도담도서관,0,1
2023-05-16,4857. 올림픽공원 장미광장,1,0
2023-05-16,4792. 퇴계로4가 교차로(중구청),2,0
2023-05-16,3627. 압구정나들목,2,2
2023-05-16,3628. 역삼1동 주민센터,1,1
2023-05-16,4528. 양천구청역 1번출구,1,1
2023-05-16,4863. 잠실나들목5,0,1
2023-05-16,227. 양평2나들목 보행통로 입구,0,3
2023-05-16,4564. 63스퀘어,0,3
2023-05-16,4870. 몽촌토성역 3번 출구,1,1
2023-05-16,4217. 한강공원 망원나들목,5,3
2023-05-16,3815. 광일빌딩,2,1
2023-05-16,247. 당산역 10번출구 앞,1,0
2023-05-16,249. 여의도중학교 옆,2,5
2023-05-16,4233. 코오롱아파트사거리,1,1
2023-05-16,3977. 말미사거리,0,1
2023-05-16,128. 신촌역(2호선) 1번출구 옆,1,2
2023-05-16,4537. 서울남부지방검찰청 후문 ,0,1
2023-05-16,4634. 이태원역 3번 출구,1,3
2023-05-16,4903. 신사스퀘어,0,2
2023-05-16,4639. 동빙고근린공원,2,2
2023-05-16,4332. 이수교차로,1,0
2023-05-16,129. 신촌역(2호선) 6번출구 옆,0,1
2023-05-16,5084. 강서우체국,0,1
2023-05-16,5857. U레지던스 앞,0,1
2023-05-16,4914. 도심공항타워 앞,2,1
2023-05-16,5859. 여의도 삼부아파트,2,2
2023-05-16,5862. 당산역11번출구,1,0
2023-05-16,130. 신촌역(2호선) 7번출구 앞,0,1
2023-05-16,803. 한남초교 앞 보도육교,1,1
2023-05-16,807. 서울역 12번 출구 앞,0,1
2023-05-16,813. 삼각지역 3번출구,0,1
2023-05-16,387. 훈련원공원주차장 앞,4,4
2023-05-16,183. 하늘채코오롱아파트 건너편,2,1
2023-05-16,565. 옥수역 3번출구,4,0
2023-05-16,135. 명물길 원형무대 앞,1,0
2023-05-16,577. 광진청소년수련관,3,2
2023-05-16,825. 서빙고동 주민센터 앞,1,1
2023-05-16,585. 성수2가1동 공영주차장 인근,0,2
2023-05-16,202. 국민일보 앞,1,0
2023-05-16,103. 망원역 2번출구 앞,0,1
2023-05-16,205. 산업은행 앞,1,1
2023-05-16,1209. 잠실나루역 (2번 출구 쪽),1,0
2023-05-16,209. 유진투자증권빌딩 앞,1,0
2023-05-16,104. 합정역 1번출구 앞,4,0
2023-05-16,1830. 빅마켓 금천점 앞,1,0
2023-05-16,1908. 해원리바파크 육교 밑,1,0
2023-05-16,221. 여의도초교 앞,1,0
2023-05-16,222. 시범아파트버스정류장 옆,3,0
2023-05-16,2025. 흑석역 1번출구,0,3
2023-05-16,2037. 동작역 5번출구 동작주차공원,1,0
2023-05-16,2102. 봉림교 교통섬,0,1
2023-05-16,207. 여의나루역 1번출구 앞,4,2
2023-05-16,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",1,1
2023-05-16,2262. 한신16차아파트 119동 앞,6,2
2023-05-16,2301. 현대고등학교 건너편,1,0
2023-05-16,2317. 삼성도로공원,1,0
2023-05-16,2303. 논현역 10번출구,2,2
2023-05-16,2306. 압구정역 2번 출구 옆,2,2
2023-05-16,2307. 압구정 한양 3차 아파트,2,0
2023-05-16,2308. 압구정파출소 앞,0,1
2023-05-16,2310. 청담동 맥도날드 옆(위치),0,2
2023-05-16,2315. 봉은사역 5번출구 옆,1,2
2023-05-16,106. 합정역 7번출구 앞,4,4
2023-05-16,2318. 삼성중앙역4번출구(문화센터더 리빌),0,1
2023-05-16,1218. 방이역 4번출구,2,4
2023-05-16,2032. 이수역 11번출구쪽,1,0
2023-05-16,2026. 흑석역 4번출구,2,0
2023-05-16,2264. 이수역 1번출구,1,2
2023-05-16,2354. 청담역 2번출구,0,4
2023-05-16,422. 문화비축기지,0,1
2023-05-16,502. 뚝섬유원지역 1번출구 앞,1,3
2023-05-17,510. 서울숲 남문 버스정류소 옆,0,1
2023-05-17,1251. 석촌역 2번출구,0,1
2023-05-17,511. 서울숲역 5번 출구 옆,0,1
2023-05-17,109. 제일빌딩 앞,2,0
2023-05-17,2362. 신사동 가로수길 입구,1,0
2023-05-17,3515. 서울숲 관리사무소,2,2
2023-05-17,310. 청계광장 옆,1,0
2023-05-17,314. 국립현대미술관,0,1
2023-05-17,829. 한강대교 북단 교차로,3,0
2023-05-17,321. KEB 하나금융그룹 명동사옥 옆,1,1
2023-05-17,838. 숙대입구역 4번출구,2,2
2023-05-17,324. 신세계백화점 본점 앞,0,1
2023-05-17,326. 안국역 5번출구 앞,1,0
2023-05-17,328. 탑골공원 앞,2,2
2023-05-17,431. 청계천 영도교,1,1
2023-05-17,840. 용산 파크타워 앞,1,1
2023-05-17,843. 이태원관광특구B(용산구청쪽),0,2
2023-05-17,3103. 홍제삼거리 북측,1,1
2023-05-17,334. 종로3가역 2번출구 뒤,1,1
2023-05-17,1994. 삼성전자 물류센터 앞,1,1
2023-05-17,337. 창경궁 입구,0,1
2023-05-17,339. 종로4가 사거리,1,0
2023-05-17,2503. 반포1동 서초빌딩 앞,1,0
2023-05-17,2504. 신사역 4번출구 뒤,2,0
2023-05-17,1295. 잠실역 8번출구,0,1
2023-05-17,452. 동대문 종합시장 버스정류장,2,0
2023-05-17,456. 숭인2동 주민센터 입구,0,1
2023-05-17,345. 서울보증보험본사 앞,1,1
2023-05-17,458. 광화문역 5번출구,0,1
2023-05-17,3541. 커먼그라운드,1,0
2023-05-17,1195. 코오롱One&Only타워,1,0
2023-05-17,1197. 엠펠리체 호텔 건너편,0,2
2023-05-17,361. 동묘앞역 1번출구 뒤,1,0
2023-05-17,445.대한상공회의소,1,0
2023-05-17,467.한국은행,1,0
2023-05-17,474.동대문역사문화공원역 1번출구 뒤편,1,1
2023-05-17,475.DDP 패션몰,1,0
2023-05-17,480.약수역 6번 출구,0,1
2023-05-17,113. 홍대입구역 2번출구 앞,1,2
2023-05-17,3413.종로플레이스,6,6
2023-05-17,3414.종로5가역 4번출구,2,4
2023-05-17,3416.동묘앞역 6번출구,1,0
2023-05-17,369. 광화문 시민열린마당,1,1
2023-05-17,2647.잠실 자전거 수리센터 앞,3,1
2023-05-17,374. 청구역 2번출구 앞,2,1
2023-05-17,2525.반포쇼핑타운 2동 앞,1,3
2023-05-17,2535.신반포역 3번출구 뒤,2,0
2023-05-17,380. CJ제일제당 앞,1,0
2023-05-17,298.KBS 연구동 건너편,1,1
2023-05-17,3207.양남사거리1,1,0
2023-05-17,114. 홍대입구역 8번출구 앞,0,1
2023-05-17,143. 공덕역 2번출구,0,1
2023-05-17,2717.LG유플러스 마곡사옥,0,1
2023-05-17,147. 마포역 4번출구 뒤,6,1
2023-05-17,119. 서강나루 공원,2,0
2023-05-17,1569.수유역2번출구,3,1
2023-05-17,159. 이대역 4번 출구,1,0
2023-05-17,853.용산역 맞은편,1,0
2023-05-17,3127.홍은2파출소 옆,0,1
2023-05-17,3545.한양대역 1번출구,1,1
2023-05-17,796.목동아파트 14단지 B상가 앞,1,0
2023-05-17,797.목동아파트 1422동 1434동 사잇길,0,1
2023-05-17,3600.사근빗물펌프장 건너편,0,1
2023-05-17,3013.서울지방고용노동청 앞,0,2
2023-05-17,4765. 동대문디자인플라자,2,0
2023-05-17,4609. 파크타워 104동 앞,0,1
2023-05-17,4611. 국제루터교회 앞,1,0
2023-05-17,4615. 크라운호텔앞 버스정류소,1,2
2023-05-17,4616. 신용산지하차도 앞,0,3
2023-05-17,4619. 한강트럼프월드3차 앞,4,4
2023-05-17,4620. 삼각지역 14번 출구 앞(교통섬),0,2
2023-05-17,4622. 한강중학교 앞 버스정류장,1,1
2023-05-17,3787. 가양나들목,2,0
2023-05-17,4791. 명동역9번 출구,4,6
2023-05-17,4206. 광흥창역5번출구,1,0
2023-05-17,4854. 가락시장역 2번 출구,0,1
2023-05-17,4713. 현대 뜨레비앙 아파트 앞,2,0
2023-05-17,4793. 동대문역사문화공원역 5번출구,2,2
2023-05-17,4812. 묵동 이마트 앞,1,0
2023-05-17,4512. 목동13_14단지 사거리,1,1
2023-05-17,4367. kt 행당빌딩 앞,1,0
2023-05-17,4559. 신길역 2번출구,2,0
2023-05-17,3638. 신청담나들목,2,0
2023-05-17,3881. 신자초교입구 교차로,0,1
2023-05-17,4217. 한강공원 망원나들목,1,4
2023-05-17,4633. 센트럴파크타워 앞,0,2
2023-05-17,4324. 세화고등학교,1,1
2023-05-17,248. 초원아파트 앞,0,4
2023-05-17,4233. 코오롱아파트사거리,1,0
2023-05-17,4373. 서울숲 지식산업센터,1,0
2023-05-17,4244. 당인리발전소 공원 앞,4,4
2023-05-17,4634. 이태원역 3번 출구,1,0
2023-05-17,5855. 하이투자증권 앞,1,0
2023-05-17,3700. 강변그대가리버뷰 입구 맞은편,0,1
2023-05-17,5859. 여의도 삼부아파트,1,1
2023-05-17,809. 한남 유수지 복개주차장,3,0
2023-05-17,387. 훈련원공원주차장 앞,1,1
2023-05-17,181. 망원초록길 입구,2,2
2023-05-17,183. 하늘채코오롱아파트 건너편,2,2
2023-05-17,188. 홍은동 정원여중 입구,1,0
2023-05-17,626. 군자교 서측 녹지대,4,4
2023-05-17,262. 영문초등학교 사거리,1,0
2023-05-17,264. 교보생명보험 앞,1,0
2023-05-17,272. 당산육갑문,0,1
2023-05-17,825. 서빙고동 주민센터 앞,0,3
2023-05-17,1009. 천호역4번출구(현대백화점),1,1
2023-05-17,1010. 강동세무서,1,0
2023-05-17,103. 망원역 2번출구 앞,1,0
2023-05-17,1205. 종합운동장역 4번출구,0,1
2023-05-17,1420. 신내어울공원 앞,0,1
2023-05-17,1812. 갑을그레이트밸리 앞,0,2
2023-05-17,1830. 빅마켓 금천점 앞,2,0
2023-05-17,215. 여의도고교 앞,0,3
2023-05-17,221. 여의도초교 앞,4,0
2023-05-17,2025. 흑석역 1번출구,0,2
2023-05-17,226. 샛강역 1번출구 앞,0,1
2023-05-17,207. 여의나루역 1번출구 앞,7,10
2023-05-17,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",1,1
2023-05-17,2262. 한신16차아파트 119동 앞,4,9
2023-05-17,2301. 현대고등학교 건너편,2,2
2023-05-17,2337. 대모산입구역 2번출구 앞,0,1
2023-05-17,2306. 압구정역 2번 출구 옆,0,2
2023-05-17,1201. 가락시장역 3번 출구,1,0
2023-05-17,420. 서울시 공공자전거 상암센터,1,0
2023-05-17,1245. 문정 법조단지9,1,0
2023-05-17,1925. 동양미래대학교 정문 옆,1,0
2023-05-17,451. 청와대앞길,0,1
2023-05-17,3505. 신양초교앞 교차로,0,2
2023-05-17,426. 서울신용보증재단,1,1
2023-05-18,2362. 신사동 가로수길 입구,0,1
2023-05-18,3515. 서울숲 관리사무소,0,1
2023-05-18,2172. 나들목공원,0,1
2023-05-18,646. 장한평역 1번출구,0,1
2023-05-18,828. 숙대입구역 8번,1,0
2023-05-18,835. 남영역 건너편,3,5
2023-05-18,320. 을지로입구역 4번출구 앞,2,0
2023-05-18,838. 숙대입구역 4번출구,1,0
2023-05-18,324. 신세계백화점 본점 앞,1,0
2023-05-18,327. 낙원상가 옆,2,0
2023-05-18,430. 장충동먹자골목 앞,0,1
2023-05-18,841. 신용산역 1번 출구,2,0
2023-05-18,329. 청계2가 사거리 옆,2,0
2023-05-18,111. 상수역 2번출구 앞,0,2
2023-05-18,339. 종로4가 사거리,0,2
2023-05-18,2505. 우성아파트사거리 (기업은행앞),1,0
2023-05-18,112. 극동방송국 앞,0,3
2023-05-18,453. 종로오가 지하쇼핑센터 14번출구,0,1
2023-05-18,454. 종로2가 버스정류장 (종각방향),4,1
2023-05-18,456. 숭인2동 주민센터 입구,2,1
2023-05-18,458. 광화문역 5번출구,0,1
2023-05-18,359. 원남동사거리,1,0
2023-05-18,361. 동묘앞역 1번출구 뒤,1,2
2023-05-18,464. 삼청동 골목,0,2
2023-05-18,362. 청계8가사거리 A,1,1
2023-05-18,3402.이화공영주차장,0,2
2023-05-18,3407.안국동사거리(신),0,2
2023-05-18,3414.종로5가역 4번출구,0,1
2023-05-18,2413.도곡역 1번 출구,1,1
2023-05-18,2421. 신논현역 4번출구,0,1
2023-05-18,374. 청구역 2번출구 앞,0,1
2023-05-18,2527.반포중학교 앞(세화여고 맞은편),2,0
2023-05-18,2538.사평리근린공원,0,2
2023-05-18,1867.대륭포스트타워6차 앞,1,0
2023-05-18,780.신정교 하부,1,1
2023-05-18,153. 성산2교 사거리,0,1
2023-05-18,487.신석초교앞 교차로 교통섬,0,2
2023-05-18,3009.서교동사거리(신),0,1
2023-05-18,848. 삼각지12번 출구,2,2
2023-05-18,849. 삼각지 자이아파트,2,0
2023-05-18,853.용산역 맞은편,2,2
2023-05-18,858.녹사평역3번 출구,0,2
2023-05-18,3110.홍은 현대아이파크 아파트 202동 앞,1,0
2023-05-18,870.노들섬 서측 앞,5,4
2023-05-18,3550.금호나들목,0,2
2023-05-18,122. 신성기사식당 앞,0,1
2023-05-18,525. 한양대병원사거리,1,0
2023-05-18,529. 장한평역 8번 출구 앞,1,0
2023-05-18,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",1,1
2023-05-18,4607. 국립중앙박물관 -용산가족공원 앞,0,1
2023-05-18,4608. 국립중앙박물관 정문 앞,2,0
2023-05-18,4707. 청계3가 사거리,2,0
2023-05-18,4774. 을지로입구역 8번출구,0,3
2023-05-18,4791. 명동역9번 출구,2,4
2023-05-18,4483. 잠실나들목4,2,0
2023-05-18,4713. 현대 뜨레비앙 아파트 앞,1,0
2023-05-18,3606. 신사동주민센터 옆,1,0
2023-05-18,3615. 서울 논현동우체국 앞,1,0
2023-05-18,125. 서강대 남문 옆,2,0
2023-05-18,3683. KT&G강동지사,1,0
2023-05-18,4794. 서울역 서부교차로(3),2,0
2023-05-18,4564. 63스퀘어,0,1
2023-05-18,4633. 센트럴파크타워 앞,3,2
2023-05-18,4244. 당인리발전소 공원 앞,2,1
2023-05-18,4634. 이태원역 3번 출구,1,0
2023-05-18,4718. 광화문역 6번출구 옆 A,1,0
2023-05-18,4907. 극동스포츠 앞,0,1
2023-05-18,4719. 종로문화원 건너편,1,0
2023-05-18,4909. 노보텔 앰배서더 앞,0,1
2023-05-18,4388. 하우스디세종타워 앞,1,0
2023-05-18,4641. 아메리칸센터,1,1
2023-05-18,4270. 우국한마음 아파트 맞은편,1,0
2023-05-18,4389. 서울숲역3번출구,1,0
2023-05-18,387. 훈련원공원주차장 앞,2,0
2023-05-18,633. 청량리 기업은행 앞,1,0
2023-05-18,640. 동대문경찰서 교차로,0,1
2023-05-18,272. 당산육갑문,1,2
2023-05-18,816. 신용산역 6번출구 앞,0,2
2023-05-18,819. 선린인터넷 고등학교,2,2
2023-05-18,825. 서빙고동 주민센터 앞,0,1
2023-05-18,907. CJ 드림시티,1,0
2023-05-18,1009. 천호역4번출구(현대백화점),0,1
2023-05-18,215. 여의도고교 앞,1,0
2023-05-18,1906. 신도림역 1번 출구 앞,0,1
2023-05-18,2007. 유한양행앞,1,0
2023-05-18,2025. 흑석역 1번출구,3,2
2023-05-18,2107. 도림천 신화교,1,0
2023-05-18,207. 여의나루역 1번출구 앞,0,2
2023-05-18,2262. 한신16차아파트 119동 앞,2,4
2023-05-18,2306. 압구정역 2번 출구 옆,1,0
2023-05-18,1308. 안암로터리 버스정류장 앞,1,0
2023-05-18,419. 홈플러스 앞,2,2
2023-05-18,2003. 사육신공원앞,0,1
2023-05-18,1925. 동양미래대학교 정문 옆,1,1
2023-05-18,451. 청와대앞길,0,1
2023-05-18,502. 뚝섬유원지역 1번출구 앞,2,2
2023-05-18,426. 서울신용보증재단,1,0
2023-05-19,108. 서교동 사거리,2,2
2023-05-19,511. 서울숲역 5번 출구 옆,1,0
2023-05-19,514. 성수사거리 버스정류장 앞,2,2
2023-05-19,2362. 신사동 가로수길 입구,0,1
2023-05-19,302. 경복궁역 4번출구 뒤,2,1
2023-05-19,3509. 세종사이버대학교,0,1
2023-05-19,3515. 서울숲 관리사무소,2,0
2023-05-19,646. 장한평역 1번출구,0,1
2023-05-19,835. 남영역 건너편,2,0
2023-05-19,836. 현대자동차서비스 앞,1,2
2023-05-19,2386. 크린랩 본사,0,1
2023-05-19,321. KEB 하나금융그룹 명동사옥 옆,2,1
2023-05-19,393. 동대문역 8번 출구,0,1
2023-05-19,326. 안국역 5번출구 앞,1,2
2023-05-19,841. 신용산역 1번 출구,0,3
2023-05-19,1368. 성신여대입구 교차로,1,0
2023-05-19,111. 상수역 2번출구 앞,0,2
2023-05-19,335. 종로3가역 15번출구 앞,1,0
2023-05-19,1994. 삼성전자 물류센터 앞,1,0
2023-05-19,2504. 신사역 4번출구 뒤,2,3
